
0.000000e+000, 1.000000e+000, 0.000000e+000, 2.489559e-001  
3.106010e-005, 1.194171e+000, 3.106010e-005, -1.393947e-001  
6.212020e-005, 1.385650e+000, 6.212020e-005, -5.223156e-001  
9.318030e-005, 1.567203e+000, 9.318030e-005, -8.853596e-001  
1.242404e-004, 1.731950e+000, 1.242404e-004, -1.214749e+000  
1.553005e-004, 1.873631e+000, 1.553005e-004, -1.497984e+000  
1.863606e-004, 1.986880e+000, 1.863606e-004, -1.724320e+000  
2.174207e-004, 2.067392e+000, 2.174207e-004, -1.885172e+000  
2.484808e-004, 2.112124e+000, 2.484808e-004, -1.974442e+000  
2.795409e-004, 2.119374e+000, 2.795409e-004, -1.988750e+000  
3.106010e-004, 2.089552e+000, 3.106010e-004, -1.928913e+000  
3.416611e-004, 2.022207e+000, 3.416611e-004, -1.794037e+000  
3.727212e-004, 1.921024e+000, 3.727212e-004, -1.591505e+000  
4.037813e-004, 1.789637e+000, 4.037813e-004, -1.328583e+000  
4.348414e-004, 1.633033e+000, 4.348414e-004, -1.015257e+000  
4.659015e-004, 1.457162e+000, 4.659015e-004, -6.634285e-001  
4.969616e-004, 1.268699e+000, 4.969616e-004, -2.864553e-001  
5.280217e-004, 1.074803e+000, 5.280217e-004, 1.013500e-001  
5.590818e-004, 8.828322e-001, 5.590818e-004, 4.852656e-001  
5.901419e-004, 7.000747e-001, 5.901419e-004, 8.507192e-001  
6.212020e-004, 5.334647e-001, 6.212020e-004, 1.183841e+000  
6.522621e-004, 3.888325e-001, 6.522621e-004, 1.472983e+000  
6.833222e-004, 2.727538e-001, 6.833222e-004, 1.704984e+000  
7.143823e-004, 1.888783e-001, 7.143823e-004, 1.872556e+000  
7.454424e-004, 1.405512e-001, 7.454424e-004, 1.969024e+000  
7.765025e-004, 1.295977e-001, 7.765025e-004, 1.990734e+000  
8.075626e-004, 1.564331e-001, 8.075626e-004, 1.936872e+000  
8.386227e-004, 2.200310e-001, 8.386227e-004, 1.809488e+000  
8.696828e-004, 3.179770e-001, 8.696828e-004, 1.613428e+000  
9.007429e-004, 4.465462e-001, 9.007429e-004, 1.356139e+000  
9.318030e-004, 6.008585e-001, 9.318030e-004, 1.047395e+000  
9.628631e-004, 7.748080e-001, 9.628631e-004, 6.994009e-001  
9.939232e-004, 9.624560e-001, 9.939232e-004, 3.240517e-001  
1.024983e-003, 1.156148e+000, 1.024983e-003, -6.334907e-002  
1.056043e-003, 1.348640e+000, 1.056043e-003, -4.483023e-001  
1.087104e-003, 1.532614e+000, 1.087104e-003, -8.161961e-001  
1.118164e-003, 1.701099e+000, 1.118164e-003, -1.153068e+000  
1.149224e-003, 1.847692e+000, 1.149224e-003, -1.446133e+000  
